AUTHOR	UUIDS	PMIDS	PI	NUMPAPERS
Altshuler LL	bcd2df26-3b6d-34bd-9699-3b454cca4543	22858151,19449330,21854858,20708906,21561743,18063349,16310510,20227857	1	8
Alvarez A	5a1ac7ab-1359-3357-921c-0804f29555bd	21715629	0	1
Alvarez R	747aeea7-744c-3931-b0af-5756e4a9f88b	18930036	0	1
Alvarez RP	c7a96538-6b8a-3f4f-b242-d1e8755d1168	21931738,23748500,18550763,21111828	0	4
Alvarez-Linera J	43722526-b546-3233-adbb-352b3f154b72	23357078,21683794,18394923	1	3
Amado I	d28a2001-6472-3da8-8659-7ee7f912cd95	24144956	0	1
Amadon A	de6068e6-7123-3b45-95e6-9262fdff189a	21296170	0	1
Amanatidis EC	eb78ffc1-d0ea-3738-9fe2-92cf3de7f360	21203474,21625502	0	2
Amann M	37a5b621-ca6f-3c05-981e-6954309bd892	21077147	0	1
Amant F	5046e3b2-4e7f-381e-a4e7-996fed4b5b8c	20725909	0	1
Amanuma M	97496b75-6fbe-3a93-90f7-3389e0110ade	22140014	0	1
Amanzio M	4da9a3d3-882b-3e39-8c91-057994168515	21385751,22125184	0	2
Amaro E	2f7900d5-70cf-3e7a-b3a7-83e3bdaf508a	15884023	0	1
Amaro E Jr	cb6fda6d-7ca7-3ff2-a25c-cf6557def74b	21763432,16082657,19282066,19878723,19398020,15978549,18644242,21391269,20817487,20116435,22194902,12112764	1	12
Amaro EJ	acdbe9a2-4f77-314b-a0a6-c67491043d61	16284946	0	1
Amaro Junior E	95035716-2e5c-36f7-a65b-c47636cb8dca	19457392	1	1
Amati D	f7fad0f3-b3a6-3a36-9028-40baac28600c	21613489	0	1
Amato MP	e0f11a12-37fc-3391-8080-fdf913a50810	23144775	0	1
Amatsubo T	d37e6437-cf38-3a6d-9bd1-ccd89674643d	18996420	0	1
Ambach W	48056b16-e15d-3f57-b0f0-6abb8ce63aba	20673801	0	1
Ambady N	a61cfa70-464d-3a82-ba8e-84c66eeab457	21896496,19618409,21569855,19767310,24006403,21683500,21666261,22451481,22732489	1	9
Ambikapathy A	bd6bccfc-1b97-3bf8-887e-15a248fcca4a	20708694	0	1
Amedi A	a1dd863f-1cb9-3e39-a321-9afc1de98836	16317710,17135476,21448274,16275018,15647525	1	5
Amemiya S	ecff8795-a138-3408-81e0-d99211823f01	21421732	0	1
Amengual A	119ff324-e7e1-3089-b701-4db1d973df65	18433807	0	1
Ames B	bb2c0f60-4984-31e8-8ff5-c8815168c0eb	18155254	0	1
Ames D	882bb440-8c6b-3f19-a7c6-b36afc6aa866	20739349	0	1
Ames DL	b577ac3b-25a7-3157-95da-204a02536c75	23850465	0	1
Amici S	ef4d594f-e196-3bea-a1d0-707f66fd61e9	17554002	0	1
Amiel SA	db228266-e663-3352-9ca7-44162f8bd6dc	20600990	1	1
Amieva H	ce28b3f5-ce1a-3c51-941b-b6f081409883	21074901	0	1
Amiez C	7ec74a66-88ab-3bf7-8a3a-268921d30039	16525051,23365257,22732558,22040737,23131805	0	5
Amin H	4d87228f-bea5-3102-8427-f56a4c583a53	20385244	0	1
Amin Z	64d7cd9e-8f04-3035-8d44-5a319fddcc8c	16644236	0	1
Aminoff E	3004c574-e7b4-3577-9074-ef60a56492e3	16990438	0	1
Amir N	4da2eca1-01ff-32e7-aed9-054f83e670ad	23934417,15860337	0	2
Amirault M	9aba4165-aabf-32fd-b8df-450e1d110f90	20644633	0	1
Amlung MT	58978b83-c1c7-36b2-8c2b-cabe5bd3260d	22633679	0	1
Ammaniti M	5e874e56-2c48-311b-a711-38d1eeb9dd73	18787229,22359374	1	2
Amminger GP	22dcaf4f-308e-3887-9353-2ee4e61fbc27	22244184	1	1
Amodio DM	b40be6a6-f10a-3b9e-ba2b-23b819f0e5b4	16552413,22975194	1	2
Ampe L	43b8acd2-fd9c-320c-abda-a8bcf761a896	22403155	0	1
Amsel R	11c11cbc-cd9f-304b-b1f2-c74039b936a7	15836975	0	1
Amso D	28080be1-a233-3ea8-b29c-fa1a997ffb2c	16061152	0	1
Amting JM	ad35e166-f9ed-3cc7-8273-85aa403654dd	19446638,20668188	0	2
Amunts K	0c4efc21-8368-3536-9318-6e10730c82fa	18585468,21609767,18095285,22437052,19889714,17448450,17499520,17544015,23796527,15862207,15888606,18072280,16236527,16310346,15109996,18706506,22848644,18003884,22927984,11532885,18344173,18296070,15850749,16281284,20633659,20143384,17266106	1	27
An D	300c5dac-1590-3dfa-aaf7-f14633c496b1	22178816	0	1
An L	7318cc4b-89f1-38ce-8aab-60e3301dbe2a	22424873	0	1
An N	bbcc6ac1-499f-34ba-8c13-9b174a9acaad	21907292	0	1
An SC	374a7068-8534-3d57-82cc-e60ae72104a0	22569185	0	1
An SK	abc91faa-fc94-3ca7-b9fa-3781c71af7ad	18588543,17097073,23251669,17306771	0	4
An Y	f968bf25-c99c-31a7-a98b-c610c79acf33	20176414,23266746	0	2
An YS	d47fb104-6e4b-3a1a-b14b-2436976927ce	22464826	1	1
Anaki D	d6c8eb27-ad33-331e-b96d-2ccd54f5d2fb	22414993	0	1
Anami K	8acb950f-248b-3849-8f81-47a98128e888	19539035,19234068,16330500	0	3
Anand A	2930d769-10e4-318b-9d12-3729f093b25f	22871393,15866546,22206876	1	3
Anand T	0b9f4805-f225-3aef-a0a3-15ff6db79c85	16102540	0	1
Anastakis DJ	a0a4d70e-d36c-37b8-b93c-936284839b8c	19737843	0	1
Ances BM	7ef85816-5e99-37ea-991c-50aa92f383cc	22745490	1	1
Anchisi D	bde64ac2-99d7-369f-ae83-24422c73fc1f	20943318	0	1
Ancoli-Israel S	f441a41d-2242-316e-a8fd-1e618ee77808	16626972	0	1
Andelman F	36d2e340-1965-31f5-8997-675c0d2b46c4	22855795,22518101	0	2
Anderle MJ	9e37f4f9-c191-3e98-95d9-1cfadebbf995	14980569	0	1
Andermann F	bcb287b3-df49-38d1-a0a4-2a572fd288e5	21447350	0	1
Andermann M	b4530bf4-43ab-3626-ac12-84b0164d189b	21640834	0	1
Anders S	851d7e55-53d8-3efe-8c6f-a39fda9dad02	23990890,12615644,21172444,16275138,19015115,17071110,22275167,17133391,22434215,15217896	1	10
Andersen AH	3c30e862-0e49-3084-8cf2-8f0444ae63b5	16632202,16775140,18801597,15268916	1	4
Andersen H	15846685-6500-36ba-bcc4-e7e4d9fecc95	20060048	0	1
Andersen SK	8a7a8881-3abb-3569-8e9d-2fe8fab2bc5a	20392942	0	1
Anderson A	8c1b4073-2ee3-3a7a-9f9a-4f514c73955c	21111833	0	1
Anderson AK	443629ea-49e7-3edd-a420-c81fa66f9f8d	22895705,21831358,22689216	1	3
Anderson AW	2dd49364-ea3d-3595-aed9-a8f8eae238fe	22008369,23637895,12571116,19410589	1	4
Anderson B	18f8ca20-f8bc-30fd-ba05-93e0566376a9	15050863	0	1
Anderson BA	2a63a2a2-2ea5-3a65-bd90-f18f4070429a	22728150	0	1
Anderson BJ	45d87280-3069-3f8c-92b0-8a9deaaa05be	21678393	1	1
Anderson C	02e00b31-99fb-376a-806c-c9983522e6c1	18400793,22565029,20691197	0	3
Anderson CW	ad7c6c75-9c5f-36c9-bb65-458fb77fae19	19969091	1	1
Anderson EJ	f5d6f632-44a6-3a24-8173-45c224316326	19238207	0	1
Anderson IM	3488950f-0d2b-3d14-9ea8-d0ebcac8c388	21334351,21215389,21726650,22682158,20004253,16420462	1	6
Anderson J	7ba1f7b7-76d0-32dd-b7c1-4adc564a4020	22119647	0	1
Anderson JA	21ed6ff7-b07c-3002-b0ed-6fe633c2e715	20194514,19789183,20965635	0	3
Anderson JR	821330f3-6f2b-38f1-8153-01736617438c	17675369,18321871,23251361,18786512,15801606,21549721	1	6
Anderson JS	d6fb9648-ddc6-32a9-81f5-32dbb383d04b	23967180,23185305	1	2
Anderson K	496f2b9e-63ec-3b98-9f4e-6b42f718fc82	22901696	0	1
Anderson KE	f9e5fba2-803c-3481-a406-2472a74cbb92	15325350	0	1
Anderson MC	da0375f1-1ee7-3ea2-a802-d6b0ba4770d5	23175832	1	1
Anderson MF	863f39e3-7cd4-3c6c-9146-b8bdf8ae4508	15993629	0	1
Anderson SJ	f5e69eb6-aa15-3742-ba9e-9598a449522d	24069368,17055298,16246532	1	3
Andersson F	7580bdcc-1a51-35ed-9ac7-3a95d166a002	20096269,23501051,18406434,19939884,18682729,17089375,19710382,18985133,17651704	0	9
Andersson G	9daf0a79-c098-305a-9b38-d88234ac4c45	24064198	1	1
Andersson J	258f9195-091f-3737-a53c-98bea4de5862	21490964,19235876,15953423,20399560,16861005	0	5
Andics A	3bcdf279-cddf-3082-aea1-050dfe899b81	20553895,23268783	0	2
Ando A	f3cd6ac7-f86d-3f59-a4a1-18f460447d1a	21414916	0	1
Ando H	6813b5b6-b662-3ceb-981b-829828679f7f	23108271	1	1
Andoh J	41d591ed-5201-3105-af43-cf142fa6c456	17490990,23631993,16168674	0	3
Andrade A	0fad61a3-8b98-3f73-b033-ee2a11a026d8	21198976	0	1
Andrade K	a32cb73b-565b-36a1-ae03-bebac2fcbdf9	19707599	0	1
Andrade KC	8e800964-e79b-385b-8cd8-9e35235b2d2c	20869454,21826762,21753010	0	3
Andre A	88058858-e075-3880-bb46-a5221fe98ab8	22764247	0	1
Andreano JM	ee096119-ba7f-3f7c-9b8b-2784dbcb1ac3	24036962,20637290	0	2
Andreasen AK	3b83a591-80e4-30f0-a900-127157818d27	20060048	0	1
Andreasen N	aca18bb5-e510-3f1d-a6fe-a1358ca2dcb9	19434601	0	1
Andreasen NC	7ed60830-9f0d-3c46-9d50-1c45c0c85ea7	23108278	0	1
Andreassen OA	5a667c5a-df36-34f1-ac9d-d306f5da52c1	23778236,23437284,22079661,23826392	1	4
Andres M	443c5c92-b87a-32e4-865a-19dde1729e4c	20452441,22634854,21722888,21073958	0	4
Andres S	1636de96-3406-3c0d-b74b-6f933d44f4e6	19321314	0	1
Andres-Perpina S	e787fe78-d3e4-3a10-957e-a4704753a039	20933530	0	1
Andrew C	9e443dc2-9695-3327-a46b-016ac6dc875e	15993859,18550030,23691129,17400195,21772062,12518293,15013826,10388796,19230621,16043128	0	10
Andrew CM	e1f4d9bb-3ea6-3641-9c88-44b9a6575472	16084858,17290372,16284946,12953304	0	4
Andrew G	9d991474-f74c-373a-8ee8-d180949ae551	21704711	0	1
Andrew Stenger V	3288c0c4-243d-31e2-9033-b35608e1feb5	15949653	0	1
Andrews JR	2e39c2a6-a379-3fa0-a1dc-4a9215d47281	16899645	0	1
Andrews MM	a66ca330-367e-3f9e-8a84-52eb830b40d3	22606228,21126735	0	2
Andrews TJ	bc7274d1-e426-3325-9440-f6ee2f9bd280	22972952,16054842,22659107,19833143,20203214,19107750,23172771,19428408	1	8
Andrews-Hanna JR	678825c9-aec9-3451-b60b-97bc27e9218a	21144498,21738725,18385483	0	3
Andrich J	b03e8572-e811-3028-8603-6cea71c6db02	17497629,18221758	0	2
Angel L	f13f4168-8332-3b37-949e-02d533f83fb3	23206530	0	1
Angenstein N	ab56a7af-0683-3241-9106-a21dc33b1632	22503936	0	1
Angstadt M	876dd39b-d2de-38bf-8373-7692555127e3	22027088,23922638,22425719,21122818,18674589,20609570,16368249,23164370,20947065,19913101	0	10
Angtuaco EJ	de0e379c-f98f-3c31-9799-23ab2fe31f9b	19587291	1	1
Anguera JA	30194f5d-3566-35b6-bf2e-0679bb8068ac	17996854	0	1
Angwin A	f60adba9-2a6a-3a11-860b-21042c64a6a2	23684849,22412928	0	2
Anheim M	110786c5-a610-303d-a29c-e38262d4660f	19696032	0	1
Anilkumar AP	71c2c7ec-9c93-367b-b24d-b9be8e9cbd12	21772062,19560121,19159693,19734016	0	4
Annoni JM	d238cd33-cf17-3b3d-ba04-4583ae684a16	23300977,17947346,18077688	0	3
Ans B	f57aa461-ee90-3013-b4a6-50922b838519	16574082	0	1
Ansado J	dc0d86b0-5a48-3698-b19c-8dec61a1cd79	22483790,23453977	0	2
Ansaldo AI	c35719f7-df3b-3e9b-83a7-96dc6a6ff95e	19837173,23274798,23274799,22564481,22361167	1	5
Ansari D	d3a9d9d0-54fb-34b8-b7f3-17db6e130128	22125269,17851092,16731007,19007800,23416146,18420426,19457388,23283330,21182966,19666127	1	10
Ansari M	88024e4e-e2c6-3a77-9dd8-6013ee842ab8	22985694	0	1
Ansari MS	f89c022e-e90d-342d-a432-4fb84fd7f882	19457373	0	1
Ansari TL	4085afbd-1eeb-3f6f-b6fc-c340e6bf6bc0	19261578	0	1
Ansorge N	6e572e1c-ab82-39d4-a018-075996c280e0	21147235	0	1
Ansseau M	f1d88653-de3f-36ad-ab73-75c3a2b2fcb3	19193886	0	1
Anstey KJ	f9470d1a-22b2-37d5-83c8-5c4e740ce60f	17499524,18407470,16962291	1	3
Anstis S	56c3c749-be6c-341a-aec1-bdccef659fe2	23303932	0	1
Antal A	a77f6b69-5851-30af-91f5-0c2c884e5d32	16580846	0	1
Antani S	e6e1ad02-c384-3d4d-b6a4-89f35e793b5b	20691197	1	1
Anti S	078fe003-b50c-30c9-a198-a17f07158a55	21768205	0	1
Anticevic A	81fe2a8b-fe2f-3a6b-8ecb-c8f4c4493d34	21496789,22980587,22745498,21123853	0	4
Antoine JC	84984484-8c30-3b3e-9054-894f848db25e	22461315	1	1
Anton JL	acc68443-7b60-3ba3-afa2-efa7cf7ae0b7	15050561,20035884,21440563,15464352,18588986,17855057,20156575,18023825,16565949,16154456,21249224,19428423	0	12
Antonaci L	cb5d0bbe-7b12-3b4e-ad7a-9079ecc74658	22658819	0	1
Antonarakis SE	d5639cb7-f248-3c00-b511-d992aad65513	17427209	0	1
Antonell A	6a4d943b-07ec-3ab8-a42f-a4b9e050e484	21546220	0	1
Antonenko D	b10000a8-df61-3c50-b04d-dccf82b27c1d	22302824,22659480	0	2
Antonenko O	bfd8d453-b82b-3522-ac97-f4dff667ac0a	21896494,19878727,19015084	0	3
Antonia Parcet M	aad8bc82-9475-3958-aaaa-5b6825f4fc20	16944483	0	1
Antonini A	396440e3-001f-3279-b4c9-02ac6ef58e8a	20851193	0	1
Antonius D	afa15d14-7783-378b-8326-254bfdd38afe	21429714	0	1
Antonova E	be111bd8-3cd5-3f74-a176-7258da49d203	19560121	0	1
Antshel KM	4b67c818-fd84-3709-abf9-7f3e4f996f69	17618656,20123031	0	2
Antuono P	f9012330-5fd7-3a35-bdb0-cea9f154b695	20691792,16225965,20167415,19515831	0	4
Antuono PG	eb0c1f05-4efd-399f-bb4a-65e64f6081a7	22245641,21618660,22909988,21238490	0	4
Anurova I	64318dd2-5f31-30b4-b8ea-631d6ab54a90	19726653	0	1
Anwander A	49c807d0-d9d9-3de0-9fc0-bd800c968fef	22634860,18848896,21900569,22285717	0	4
Anzellotti S	6fa48bf4-50fe-3312-a624-e3b182a4a435	23425892	0	1
Anzinger A	69d3f06b-e025-326e-84af-7bdc91653912	16631383,18381635	0	2
Aoi MC	bc088be6-da1b-3331-a1c9-95aa525df545	23071639	0	1
Aoki I	179387ae-bb3a-34ce-afe1-528b6ffa093e	15792893	1	1
Aoki M	e721c0d5-4176-368d-9256-f8f59a0343bb	19426812	1	1
Aoki S	bd73a3f7-99bf-3b70-87c2-d17a09980dd9	20886579,17023094,17412719,18234682,19959342	0	5
Aoki Y	6f6aeb24-5fc8-31ca-a910-8bc98f9ed473	22125634,22047628,22745788	0	3
Aoun B	41a12ea7-d044-3a2a-82fc-97d2fc623f58	17951077	0	1
Aoyama S	1fe9fb42-3431-3da3-9efe-efc1c001fde8	21935483,21078349,21291958	0	3
Aoyama Y	6d561142-649f-3c26-b97c-979006db17c8	22140014	0	1
Aparicio M	f3b914fe-b8d7-35ea-94db-605d12a44bdf	17329129	0	1
Apel J	ae188772-a8e3-333b-bccd-9454ff8d21a5	21375598	0	1
Apergis-Schoute A	9fa1ad7d-5bba-3f00-a7c0-0c25496dedf3	21876544	0	1
Apiquian R	3cee2094-ee35-3538-887b-5d35bb920fcc	15850737	0	1
Apkarian AV	6bd9b4f8-e8da-3f95-ad61-c041db8c44cd	17067740,22985900,23983029,18384958	1	4
Apkarian P	99780b99-7f74-339e-a707-a0f89a162271	10639391	0	1
Apostolova LG	9e805f8e-5c6e-3a3b-9d34-ca1dad994854	18814937	0	1
Appelbaum LG	db6c7ca1-cb4c-3677-901a-fa81bf93f3c1	20452445,22022611	0	2
Appenzeller M	ccfbb531-df1c-3719-a454-b1312dfca637	23300977	0	1
Apperly IA	81f2b5cb-22d7-33fa-baaf-e6c46e0d944e	22440654,20510369	0	2
Applegate B	6c661bd2-1515-3ae8-99d3-6b2de9b24a79	22348884	0	1
Apps MA	be2dcd82-4615-32c8-b40f-7e1542572165	23964067,22940117	0	2
Aprile T	22c2ef03-d6d5-356a-a0fa-209aa8ffbd34	18276163,16779799	0	2
Aradi M	14e0cdf4-9098-3efd-9197-58ceb8253ada	22885291,23792788	0	2
Aragon AM	24607bde-1ed0-324f-8978-185c3e002e7e	19712703	0	1
Arai YC	0a7000aa-3f25-3b25-a3af-c43a087a8fa2	18502045	0	1
Arakawa R	cd77c560-a3b5-3010-9b20-6348e750b0e2	17962043	0	1
Aram P	51efb1a9-829a-3dd6-b983-19d157d16b1d	21329758,23116813	0	2
Aramaki Y	b78a0064-674c-3a61-a395-150e5de0bbbb	18413350,16306323,17596454,17553017	0	4
Arango C	5d155c54-f14e-3c97-9701-9c6bd1a79b7e	21463696	1	1
Araujo D	ae648f26-37dd-3f1e-afae-ac26fc8dc996	18417322	0	1
Arbabshirani MR	04ab0aac-4116-3fb1-9276-51104bb7f80e	22736522	0	1
Arbizu J	277c1811-e126-3db3-89de-aa9c92fd0ab7	22961552	0	1
Arbuckle R	6a2841b1-b9ac-355a-aa38-72b015da980f	16632383	0	1
Arce E	3ef288eb-a3be-3983-bcf9-7c7c269bc77e	16766210,20418072,16959497,21181800	0	4
Arch J	c4384a31-cea4-36e5-aecd-9c6bdbfbf78d	22383804	0	1
Archer SN	82675e55-d218-3ee6-a893-8475ae80fea0	19553435	0	1
Archibald SL	8e3d47a7-d052-3195-99a6-0786cc243cc0	22608157	0	1
Archila-Suerte P	a6ca75aa-b0e8-3ccd-aa14-19d68f84437b	23123633	0	1
Arciero G	9f59468e-a273-3c7b-b40f-af832e505883	21179564,15953488,23349792,24086664	0	4
Arciuli J	ea4c563c-d408-3e86-be69-2c5342f414d8	16421329	0	1
Arcurio LR	16c49d90-93ac-3849-bb3f-94cb01bd2c93	22750118	0	1
Ardekani BA	48cc5243-bac4-3485-a7bd-2570cfd95cad	15737658,17258911,21429714,18804959	1	4
Ardito RB	35841365-9cc8-3378-be32-526442f48128	19287044	0	1
Arenaza-Urquijo EM	cb4b35a1-6e66-34f6-8b30-1829e2b3f9c7	21872853,19560134	0	2
Arenovich T	2c30cd06-eb94-365b-b16f-ff4e1c04c5e5	20162598	0	1
Arevalo A	6b04d568-e83a-3f3e-820a-0d10ca176617	16766208	0	1
Arfanakis K	5ad4a723-a579-3ca2-8701-1b7db85b63f5	19341801	1	1
Argyelan M	8dbb9aab-b674-3525-a5ac-8fa765487a8d	21515903,19657027	0	2
Arienzo D	551bb060-461a-31ee-83b3-9280a9a94b5f	17094120	0	1
Arigita EJ	fb5bcc63-858c-3f7b-8024-7e4e551f7285	18063564	0	1
Arima K	e85c08b9-8fbd-3636-9bda-43ecc5c3c1d5	16330500	0	1
Ariza M	7c9772c9-8ce5-39cd-96b2-e27eff46e9ce	22522963	0	1
Arja SK	711a4e51-c089-3c62-a357-3c1bc7273fee	19900561	0	1
Armony JL	dfce1237-a45d-376b-9a83-2ebff91bdd55	17543896,17442593,18321537,16490367,23337458,23142279,23039996,21458503	1	8
Armstrong K	474c3a88-68cd-345d-b3b0-53f9e2c1d574	21134974	0	1
Arnal LH	6704fbb5-52bf-35eb-a61e-4237425f7e3b	19864557	0	1
Arndt J	23990556-8335-39ad-9902-ac34bbd90e77	21266462	0	1
Arning L	7d6dac86-20ca-300b-b2f5-5532b14d3e15	19696032	0	1
Arnold AE	850f64d2-2325-3844-b775-446c51e298fd	23721725	0	1
Arnold C	8659a93c-19be-3241-9d1a-cc819ffcf79e	20946959	0	1
Arnold R	51f93a9f-ab21-3609-8429-0e80c4e12490	19126572	0	1
Arnold SE	a7298555-59fb-3746-bca4-eea4f7ae8938	17133387	0	1
Arnone D	a3f421e8-3b78-34b8-a113-7aadbabbf49f	19819113	0	1
Arnott SR	68bc26e9-f291-32a2-a3fb-3af32bf3400a	18718543	0	1
Arolt V	58eba5fe-7af7-3994-9f77-f914f0c4b581	22387174,19347874,20488680,16510224,19524887,22921454,22795265,22696400,17182226,17689571,19517024	0	11
Aron A	a485c113-b2a0-324f-9aea-189d1bae36ec	21229613,22902992,20139116,21208991,20203139,15928068,20445032	0	7
Aron AR	b747c1a1-6498-31f8-bdeb-fa2e500d16a9	18042495,22623677,15014103,23946385,20600962,17409238,15050513	1	7
Aron E	084af18a-a5e3-34f1-b3b5-06e53a5d7ed4	20203139	0	1
Aron JL	f76e678e-f07b-3550-ae4d-11adc1c54a77	20600186	0	1
Aronen ET	c00eedb7-eb31-378d-b89a-e1a179c80f84	18620789	0	1
Aronen HJ	e8fc78b1-b965-3ece-86c2-90661ee00651	15078568,16459107,16262647,18662866,17291724,18620789,10982749,21676597	1	8
Aronowitz J	7e888d53-810e-35cb-9e81-962b76e255c5	17574821	0	1
Aronson JA	53893d35-2170-3b54-9617-d1dd6a352eb9	16452666,15275925	0	2
Arora J	2a19a0f4-7642-3f7c-8ee0-a33b592d722a	22000597,22759337	0	2
Arrais JP	d6be556c-19b1-3bc2-8aa3-5504b7ff995b	20031272	0	1
Arrington CM	d640a09e-36c9-33c5-9e38-46f30e7e8abe	23384520	0	1
Arsalidou M	3d16b090-cc61-349a-a992-8aa6f90c243f	18726910,20946958,20621407	0	3
Arsenault M	e595b76d-c316-37da-87b3-128f8ca9084c	19906971,20417032	0	2
Arshamian A	22d770f5-85cd-3905-a9a5-0bbf103a9331	23147501	0	1
Arthurs OJ	59bf1f5c-fcc0-3ad0-a4e9-144054f345b3	16648455	0	1
Artieda J	d8c94915-54f5-3cdd-81ce-5e3f17479a23	17060366	0	1
Artiges E	a36cbc12-9c7f-3ddd-a83c-efc760ce4de2	21416563,16387476,17306513,17490990,15325384,16168674	0	6
Artsy E	88a90592-8615-3a6b-b78d-28831fefed1a	21391268	1	1
Aru J	0142db5b-bee5-3d1e-abd3-a471909b024f	23100413	0	1
Arvela S	9688746b-ee73-340b-b7d4-b50f91ea9f7a	16125460	0	1
Arver S	921e176d-2d64-361b-ae89-accf422c353d	21467211	1	1
Aryal S	5839f1a7-97d4-3642-8979-62576d27aba9	20084104	0	1
Arzy S	860c0759-0ccf-3ab3-b9ae-2e9c9645e2cc	19912333	0	1
As-Sanie S	637b28b0-dd24-3e91-93c9-15e5af6be3fc	22387096	0	1
Asai K	1d5c9a0b-8fef-34f9-824e-a9e78df31d2f	15219596,20170692,15978846	0	3
Asai T	f646db19-208f-3015-b96f-bfd4325a34a5	18413350	0	1
Asami T	6783f082-fcd4-35f8-a659-8fa39f151559	19560907,21924364	0	2
Asamizuya T	74a2dcd7-fcb8-390c-bc4e-828548d45e9e	20452439	0	1
Asano K	272fe3c1-01c0-34bb-9b11-82d46e7bf5e3	22369996	0	1
Asano M	bec6df15-a4bf-3178-b758-5640d5326179	22369996	0	1
Asari T	ac74949d-a65b-3356-8b32-ffa44c1427ae	18922517,18445602,20456928,20226769,15987880,18374603,18434201,18417365	0	8
Asato MR	a6cee2ed-a393-35b2-bba1-de3a885dc088	20051363	0	1
Aschenbrenner K	2e1113ba-3e30-38f0-94da-bdfc19342d5c	21994389	0	1
Asencio J	8c78eb80-a86c-335a-82d9-a93aabffe2d6	21570471	1	1
Asensio S	23a2f520-acf4-3574-9625-72f2a7e9592f	19959341	0	1
Asghar AU	6a5ade57-993f-3b27-8307-f498a6f50d71	22659107,18479717,18294772,20025853	1	4
Ash S	b06f80c2-c4a5-3dc3-a621-7094d7e4e378	21689852,21962945,20074786,18201906	0	4
Ashburner J	66f50465-7741-3e0e-9765-f304bce18f40	21277375,20176116,19344776,19344771,17604879,17350290	0	6
Ashby FG	9bfae7aa-b5b4-35ab-80c2-98c4c5d25cea	21316475	1	1
Ashe J	49ee9be0-96ac-384b-94de-483f3337526b	19850134,16738241,18632890	0	3
Ashe-McNalley C	4d287ca9-ac78-31d6-9fca-b8427f32a04c	23864686	0	1
Asherson P	d0a7410e-96f9-320a-9d1d-a83a31b26e71	18511306	0	1
Ashinoff S	4c140ce5-50c2-35c4-a2d6-a6cce8701473	21047495,22032950	0	2
Ashley V	e8382f3b-f090-39c2-a7ac-2a0a91385845	21376819	0	1
Ashtari M	0ad3125a-de97-316c-a380-2c078595444f	15737658,17258911	0	2
Ashton R	77eb7670-71cb-3d66-8751-a49e418a1afa	18977524	1	1
Ashwin C	b471556b-f29a-3371-92e1-0869a0ba91e4	16806312,16115783	0	2
Ashwin E	c340e14f-675b-31aa-8da2-816abd0ade62	22763187	0	1
Ashworth F	20b4593a-c2c5-3451-ac3c-1c1b1d99353d	21843538	0	1
Aslin RN	f9c93237-3115-3307-b22f-99cafe33578f	23312790	0	1
Asman AJ	d3d97377-3ba5-39ca-885a-c7653198339e	23637895	0	1
Aso T	cf6eb396-5d97-3b97-832a-f9cfc1eacdc8	17284349,16682235,23147237	0	3
Aspell JE	9f80ebba-edc6-326b-8f09-09e5ebf41d58	16324128	0	1
Asplund CL	1b9f42a0-7c5f-3265-88a7-e616ed5eaf6d	23747456,23843526	0	2
Assaf M	dbc272fc-6007-32a2-bb4e-93eaaee33eaa	19307050,23403412,22985694,22291028,22606228,16199012,20621638,16938439,22901696,20691427	1	10
Assaf Y	e6e5a266-3bfb-3632-8c8a-42254dc49edb	20045476	1	1
Assaiante C	d5be743c-a043-3190-a73e-3bced7565a86	21249224	0	1
Assal F	3af8d496-1e84-3027-9df2-1f7b054728f0	23015531	0	1
Assecondi S	706fa515-9bf1-3d3f-a28c-85bd7f55109c	20074647	0	1
Assisi CG	6da6626f-8015-3c86-8ac4-9d65577364d1	17098445	0	1
Assmann B	00d33d72-442f-316f-b976-dc2ba3bf9715	19433437	0	1
Assuncao IB	6f09b323-3a2f-313b-8246-33f0484168ad	23403413	0	1
Astafiev SV	8a481ff6-46a5-301d-9fb5-00e08c89a70c	19357267,20219998,16243051,15107859	0	4
Astesano C	47e079b3-9edb-316a-beb1-46519f9bfb19	20156575	0	1
Asthana S	6686b860-58a8-3f84-8bbf-820a46fc7f89	23236200,18241895,22230228,16226349,16738250,22701578	0	6
Aston J	b1bcc20b-030f-3a54-983b-8b9d24d07e34	21922599	0	1
Astur R	f03ccc94-9865-3862-a7dc-dbaede502531	19948225,16342150	0	2
Astur RS	81610339-3922-3cb7-9675-af384d1728e0	18571794,18055028,16503328,18678469	1	4
Atakan Z	00bb0655-39ff-3c01-83df-22fa5e434d54	18589404	0	1
Atalaia-Silva KC	998b7d0c-28aa-3102-829b-e61d56a3fc9d	21640840	0	1
Atalayer D	0ee040ac-0f26-35f5-a2e7-6e2f43e6f82c	22921709,23261871	1	2
Atanelov J	bb095839-daf1-33b0-b5da-aa3fd28a5581	23209643	0	1
Atapattu RK	b3205d0a-fa23-3476-b542-414d947b8a70	21262244	1	1
Atay FM	f713243b-c6bf-35f1-9bec-879a80a18319	20045068	0	1
Atbasoglu C	402c23a3-2774-3d40-8c88-24a1ac7f034a	21507542	0	1
Athanasopoulos S	b906872f-d37e-36dc-8552-0455222d464b	16859927	0	1
Atienza M	36f0d556-f262-314a-ad01-e20af6fe8478	20362677,22450299,21640840,19889714,20079444,20056154	1	6
Atique B	bee38de6-6c9a-320d-9bb0-7ce726e9a677	21172444	0	1
